codigo;codigo_anterior;uf;lat;lon;responsavel;regime;enquadramento;corpo_hidrico;contagem;media;minimo;maximo;data_inicial;data_final;desvio_padrao;variancia;periodo_anos;frequencia_ano
CONANT100;;BA;-14,506111;-42,225;INEMA;lotico;12;do Antônio;19;1,18315789473684;0,49;2,31;2011-06-30;2018-01-31;0,52527297275458;0,275911695906434;6,5945479452054795;2,8811679220277439
CONANT500;;BA;-14,220056;-41,662361;INGÁ;lotico;12;Rio do Antônio;26;0,0484615384615385;0;0,34;2008-02-21;2017-12-14;0,0747096945619407;0,00558153846153846;9,8192054794520548;2,6478720762497872
CONBAG001;;BA;-14,731;-41,255;INEMA;lentico;12;Barragem Anagé;16;0,041875;0,02;0,31;2013-06-04;2017-12-15;0,071853438794999;0,00516291666666667;4,5342739726027397;3,5286795850176132
CONBAG002;;BA;-14,689;-41,22361;INEMA;lentico;12;Barragem Anagé;15;0,0226666666666667;0,02;0,05;2013-09-19;2017-12-15;0,00798808636717979;6,38095238095236e-005;4,2411232876712329;3,5367988578885149
CONBAG003;;BA;-14,633;-41,18722;INEMA;lentico;12;Barragem Anagé;14;0,0371428571428571;0,02;0,08;2013-06-04;2017-12-15;0,0197789987413113;0,000391208791208792;4,5342739726027397;3,0875946368904116
CONBRU150;;BA;-13,595583;-41,823;INGÁ;lotico;12;Rio Brumado;26;0,0365384615384615;0;0,18;2008-02-22;2017-12-14;0,0404912146216739;0,00163953846153846;9,8164657534246575;2,6486110839768798
CONBRU500;;BA;-13,86477;-42,1648;INGÁ;lotico;12;Rio Brumado;6;0,103333333333333;0;0,34;2009-05-14;2011-12-31;0,125326240934078;0,0157066666666667;2,6329041095890411;2,2788524573105379
CONBTR001;;BA;-14,981;-41,40375;INEMA;lentico;12;Barragem Tremendal;16;0,05;0,02;0,15;2013-06-13;2018-01-25;0,0350238014308365;0,00122666666666667;4,6219452054794521;3,4617459291883272
CONCAE001;;BA;-14,0585;-42,483306;INEMA;lotico;12;Caetité;2;0,02;0,02;0,02;2011-06-30;2011-12-31;0;0;0,50413698630136986301;3,96717569697299059837
CONCAE004;;BA;-13,828417;-42,267889;INEMA;lentico;12;Barragem Wilson Gouvêa;17;0,0505882352941177;0,02;0,16;2011-06-30;2018-01-31;0,040073461953532;0,00160588235294118;6,5945479452054795;2,5778870881300867
CONCAE005;;BA;-13,865556;-42,232222;INEMA;lotico;12;Caetité;3;0,02;0,02;0,02;2011-06-30;2012-04-25;2,68849669578311e-010;7,2280144832367e-020;0,82194520547945205479;3,64987833738875370823
CONCAE016;;BA;-13,831444;-42,26175;INEMA;lotico;12;Caetité;3;0,0233333333333333;0,02;0,03;2011-06-30;2012-04-26;0,00577350269189624;3,33333333333331e-005;0,82468493150684931507;3,63775289857479817946
CONCAE022;;BA;-13,863167;-42,201889;INEMA;lotico;12;Caetité;3;0,0266666666666667;0,02;0,03;2011-06-30;2012-04-26;0,00577350269189625;3,33333333333333e-005;0,82468493150684931507;3,63775289857479817946
CONCON200;;BA;-13,361;-41,609778;INGÁ;lotico;12;Rio de Contas;21;0,0404761904761905;0;0,33;2009-01-22;2017-12-14;0,0679320388679885;0,0046147619047619;8,8986575342465753;2,3599065273813812
CONCON350;;BA;-13,9608;-41,4716;INGÁ;lotico;12;Rio de Contas;2;0,01;0;0,02;2008-02-21;2008-06-18;0,014142135623731;0,0002;0,32331506849315068493;6,18591644775866451998
CONCON360;;BA;-14,014528;-41,443;INGÁ;lotico;12;Rio de Contas;25;0,0436;0;0,33;2009-01-22;2017-12-14;0,0795235814082842;0,006324;8,8986575342465753;2,8094125325968824
CONCON400;;BA;-14,157417;-41,215111;INGÁ;lotico;12;Rio de Contas;19;0,0289473684210526;0;0,18;2008-02-22;2017-12-15;0,0390006747579955;0,00152105263157895;9,8192054794520548;1,9349834403363830
CONCON500;;BA;-13,87117;-40,215667;INGÁ;lotico;12;Rio de Contas;27;0,0644444444444445;0;0,35;2008-02-23;2017-12-15;0,0751067616198811;0,00564102564102564;9,8164657534246575;2,7504807410529136
CONCON550;;BA;-13,864972;-40,081167;INGÁ;lotico;12;Rio de Contas;27;0,12;0;1,04;2008-02-23;2017-12-15;0,226783529452139;0,0514307692307692;9,8164657534246575;2,7504807410529136
CONCON600;;BA;-14,1086;-39,7744;INGÁ;lotico;12;Rio de Contas;3;0,0233333333333333;0;0,04;2008-02-23;2008-09-18;0,0208166599946613;0,000433333333333333;0,56989041095890410959;5,26416999182731599441
CONCON630;;BA;-14,153;-39,69916;INEMA;lotico;12;de Contas;16;0,05625;0,02;0,16;2013-06-05;2018-01-30;0,0384491005529822;0,00147833333333333;4,6575616438356164;3,4352739101534697
CONCON700;;BA;-14,207972;-39,54075;INGÁ;lotico;12;Rio de Contas;29;0,0444827586206897;0;0,23;2008-02-23;2018-01-29;0,0407594166943184;0,00166133004926108;9,9397534246575342;2,9175774046929308
CONCON800;;BA;-14,313444;-39,294111;INGÁ;lotico;12;Rio de Contas;28;0,0560714285714286;0;0,27;2008-06-17;2018-01-29;0,052587795071444;0,00276547619047619;9,6246849315068493;2,9091861395213791
CONCON900;;BA;-14,291;-39,04889;INEMA;lotico;12;de Contas;16;0,06;0,02;0,17;2013-05-23;2017-12-19;0,0408248290463863;0,00166666666666667;4,5781095890410959;3,4948923106384761
CONCOX001;;BA;-14,546278;-42,274611;INEMA;lentico;12;Açude de Comocoxico;11;0,0354545454545455;0,02;0,11;2014-12-15;2018-01-31;0,0265945995885016;0,000707272727272727;3,1315342465753425;3,5126551823693581
CONFOR400;;BA;-14,064722;-39,642778;INEMA;lotico;12;Formigas;9;0,557777777777778;0,06;2,09;2014-12-05;2017-07-11;0,729705039344285;0,532469444444444;2,6000273972602740;3,4615019862804396
CONGAV200;;BA;-14,884472;-41,780083;INEMA;lotico;12;Gavião;17;0,0588235294117647;0,02;0,4;2011-06-30;2017-10-05;0,0911648474564879;0,00831102941176471;6,2712602739726027;2,7107788956797917
CONGAV500;;BA;-14,609833;-41,1375;INGÁ;lotico;12;Rio Gavião;26;0,0488461538461539;0;0,37;2008-11-18;2017-12-15;0,0863632756709436;0,00745861538461539;9,0794794520547945;2,8636002908862677
CONGGJ200;;BA;-14,436389;-39,904167;INEMA;lotico;12;Gongoji;11;0,0481818181818182;0,02;0,11;2014-12-05;2018-01-30;0,0256195947736032;0,000656363636363636;3,1561917808219178;3,4852128019722051
CONGGJ400;;BA;-14,32585;-39,46399;INGÁ;lotico;12;Rio Gongoji;27;0,05;0;0,28;2008-06-17;2018-01-31;0,0556776436283002;0,0031;9,6301643835616438;2,8036904589176133
CONGRT900;;BA;-13,096667;-41,850278;INEMA;lotico;12;Gritador;19;0,0289473684210526;0,02;0,18;2011-06-30;2017-12-14;0,0366507142331656;0,00134327485380117;6,4630410958904110;2,9397925400909703
CONJQZ100;;BA;-13,86452;-40,077389;INGÁ;lotico;12;Rio Jequiezinho;28;1,34178571428571;0;7,13;2008-02-23;2017-09-22;1,82350304627888;3,32516335978836;9,5863287671232877;2,9208261765470805
CONLNS006;;BA;-13,842528;-42,171194;INEMA;lentico;12;Caixa d’água Fazenda Paiol;2;0,02;0,02;0,02;2011-06-30;2011-12-31;0;0;0,50413698630136986301;3,96717569697299059837
CONLNS007;;BA;-13,839222;-42,161944;INEMA;lentico;12;Tanque do governo;13;0,0261538461538462;0,02;0,05;2011-06-30;2018-01-31;0,00869718492622902;7,56410256410252e-005;6,5945479452054795;1,9713254203347722
CONLRE011;;BA;-14,023889;-42,238333;INEMA;lentico;12;Barragem de São Pedro;16;0,0375;0,02;0,14;2011-06-30;2018-01-31;0,0297769485788364;0,000886666666666667;6,5945479452054795;2,4262466711812581
CONLRE012;;BA;-13,998056;-42,153611;INEMA;lentico;12;Caixa d’água Faz. Goiabeira;2;0,05;0,02;0,08;2011-06-30;2011-12-31;0,0424264068711928;0,0018;0,50413698630136986301;3,96717569697299059837
CONLRE013;;BA;-13,941944;-42,323889;INEMA;lentico;12;Margem da Lagoa Grande;2;0,155;0,05;0,26;2011-06-30;2011-12-31;0,148492424049175;0,02205;0,50413698630136986301;3,96717569697299059837
CONLRE014;;BA;-13,941944;-42,320833;INEMA;lotico;12;Em frente ao Colégio Dom Eliseu;2;0,02;0,02;0,02;2011-06-30;2011-12-31;0;0;0,50413698630136986301;3,96717569697299059837
CONLRE015;;BA;-13,954361;-42,352583;INEMA;lentico;12;Poço na Vila Taperinha;2;0,04;0,03;0,05;2011-06-30;2011-12-31;0,014142135623731;0,0002;0,50413698630136986301;3,96717569697299059837
CONLRE021;;BA;-14,034722;-42,156333;INEMA;lentico;12;Caixa d´água CERB, em Lagoa Real;2;0,025;0,02;0,03;2011-06-30;2011-12-31;0,00707106781186545;4,99999999999997e-005;0,50413698630136986301;3,96717569697299059837
CONLST100;;BA;-13,84561;-42,16477;INGÁ;lentico;12;Lagoa de São Timóteo;21;0,117619047619048;0,02;0,81;2009-05-14;2018-01-31;0,178547045954414;0,0318790476190476;8,7233150684931507;2,4073416854846561
CONMUL800;;BA;-14,440668;-40,267779;INEMA;lotico;12;Mulheres;6;0,085;0,02;0,23;2014-12-05;2016-12-21;0,0796868872525461;0,00635;2,0466027397260274;2,9316876614770887
CONORI700;;BA;-14,150278;-39,345556;INEMA;lotico;12;Oricó Grande;10;0,079;0,02;0,4;2014-11-11;2018-01-31;0,115513346992169;0,0133433333333333;3,2246849315068493;3,1010781556656273
CONORV100;;BA;-14,02825;-41,289556;INGÁ;lotico;12;Rio do Ourives;26;0,0434615384615385;0;0,42;2008-02-22;2017-12-15;0,0777144675175637;0,00603953846153846;9,8192054794520548;2,6478720762497872
CONOUR400;;BA;-14,2762;-39,3686;INGÁ;lotico;12;Rio do Ouro;2;0,01;0;0,02;2008-02-23;2008-06-17;0,014142135623731;0,0002;0,31509589041095890411;6,34727415007390661681
CONPEX400;;BA;-14,287333;-39,843583;INGÁ;lotico;12;Rio do Peixe;24;2,5125;0,1;8,63;2008-06-17;2017-07-12;2,68756921043339;7,22302826086957;9,0740000000000000;2,6449195503636764
CONPEX900;;BA;-14,18447;-39,66586;INGÁ;lotico;12;Rio do Peixe;24;0,188333333333333;0;0,41;2009-05-12;2018-01-30;0,115067717932289;0,0132405797101449;8,7260547945205479;2,7503838292501437
CONPIR600;;BA;-14,2236;-39,0039;INEMA;lotico;12;Piracanga;9;0,0255555555555556;0,02;0,07;2015-03-18;2017-12-19;0,0166666666666667;0,000277777777777778;2,7589315068493151;3,2621324515148806
CONPOM900;;BA;-14,769167;-40,093056;INEMA;lotico;12;Pombas;9;0,0677777777777778;0,02;0,14;2014-12-04;2018-01-25;0,0457651007258199;0,00209444444444444;3,1452328767123288;2,8614733321138317
CONSRA300;CONGAR300;BA;-13,761886;-41,035888;INEMA;lotico;12;Rio Sincorá;10;0,032;0,02;0,09;2014-12-15;2018-01-31;0,0225092573548455;0,000506666666666666;3,1315342465753425;3,1933228930630528
CONTRU001;;BA;-14,548136;-42,320375;INEMA;lentico;12;Barrgem do Truvisco;11;0,0354545454545455;0,02;0,11;2014-12-17;2018-01-31;0,0258316226217543;0,000667272727272727;3,1260547945205479;3,5188122803481127
CRAARJ800;;BA;-13,539;-44,76275;INEMA;lotico;12;Corrente;3;0,0233333333333333;0,02;0,03;2013-04-05;2013-10-09;0,00577350269189624;3,33333333333331e-005;0,51235616438356164384;5,85530185551574782092
CRACRT200;;BA;-13,518611;-45,400278;INEMA;lotico;12;Corrente;6;0,035;0,02;0,09;2011-06-30;2013-10-09;0,0281069386451104;0,00079;2,2794794520547945;2,6321799016838740
CRACRT400;;BA;-13,3401;-44,63636;INEMA;lotico;12;Corrente;6;0,0316666666666667;0,02;0,09;2011-06-30;2013-10-09;0,0285773803324704;0,000816666666666667;2,2794794520547945;2,6321799016838740
CRACRT500;;BA;-13,39848;-44,33662;INEMA;lotico;12;Corrente;6;0,0333333333333333;0,02;0,07;2011-06-30;2013-10-09;0,0216024689946929;0,000466666666666667;2,2794794520547945;2,6321799016838740
CRACRT550;;BA;-13,39959;-44,23159;INEMA;lotico;12;Corrente;6;0,0233333333333333;0,02;0,04;2011-06-30;2013-10-09;0,00816496580927727;6,66666666666668e-005;2,2794794520547945;2,6321799016838740
CRACRT700;;BA;-13,29315;-43,90857;INEMA;lotico;12;Corrente;6;0,0266666666666667;0,02;0,06;2011-06-30;2013-10-09;0,0163299316185545;0,000266666666666667;2,2794794520547945;2,6321799016838740
CRACRT800;;BA;-13,1495;-43,5408;INEMA;lotico;12;Corrente;6;0,02;0,02;0,02;2011-06-30;2013-10-09;0;0;2,2794794520547945;2,6321799016838740
CRAFOM400;;BA;-13,63055;-44,46042;INEMA;lotico;12;Formoso;6;0,02;0,02;0,02;2011-06-30;2013-10-16;0;0;2,2986575342465753;2,6102191868988451
CRAFOM500;;BA;-13,60384;-44,39419;INEMA;lotico;12;Formoso;6;0,0283333333333333;0,02;0,07;2011-06-30;2013-10-09;0,0204124145231932;0,000416666666666667;2,2794794520547945;2,6321799016838740
CRAGUA400;;BA;-13,18509;-44,62157;INEMA;lotico;12;Guará;5;0,024;0,02;0,04;2011-06-30;2013-10-09;0,00894427190999916;8e-005;2,2794794520547945;2,1934832514032283
CRAPRT800;;BA;-13,98;-45,08028;INEMA;lotico;12;São Francisco;3;0,03;0,02;0,05;2013-04-06;2013-10-16;0,0173205080756888;0,0003;0,52879452054794520548;5,67328117714108077301
CRARSF120;;BA;-14,30937;-43,7666;INEMA;lotico;2;São Francisco;6;0,0516666666666667;0,02;0,14;2011-06-30;2013-10-08;0,0453504869507116;0,00205666666666667;2,2767397260273973;2,6353473484073597
CRARSF200;;BA;-13,3425;-43,46675;INEMA;lotico;2;São Francisco;6;0,0783333333333333;0,02;0,2;2011-06-30;2013-10-09;0,0832866535926775;0,00693666666666667;2,2794794520547945;2,6321799016838740
CRARSF220;;BA;-13,2548;-43,4349;INEMA;lotico;2;São Francisco;6;0,0583333333333333;0,02;0,17;2011-06-30;2013-10-09;0,0591326193117358;0,00349666666666667;2,2794794520547945;2,6321799016838740
CRARSF250;;BA;-13,08912;-43,46462;INEMA;lotico;2;São Francisco;6;0,0233333333333333;0,02;0,03;2011-06-30;2013-10-09;0,00516397779494322;2,66666666666666e-005;2,2794794520547945;2,6321799016838740
CRBARJ800;;BA;-13,538881;-44,76275;INEMA;lotico;12;Arrojado;11;0,0209090909090909;0,02;0,03;2014-07-31;2018-02-20;0,00301511344577768;9,09090909090935e-006;3,5616712328767123;3,0884377812478366
CRBBRV200;CRABRV200;BA;-12,4626;-43,8459;INEMA;lotico;12;Riacho Brejo Velho;3;0,676666666666667;0,04;1,5;2016-04-25;2017-03-29;0,747685317050785;0,559033333333333;0,92605479452054794521;3,23954912576550989614
CRBCRT200;;BA;-13,518611;-45,400278;INEMA;lotico;12;Corrente;11;0,0236363636363636;0,02;0,06;2014-07-31;2018-02-20;0,0120604537831106;0,000145454545454546;3,5616712328767123;3,0884377812478366
CRBCRT400;;BA;-13,340111;-44,636361;INEMA;lotico;12;Corrente;11;0,0309090909090909;0,02;0,13;2014-07-31;2018-02-20;0,0330013773817232;0,00108909090909091;3,5616712328767123;3,0884377812478366
CRBCRT500;;BA;-13,398531;-44,336739;INEMA;lotico;12;Corrente;12;0,0358333333333333;0,02;0,18;2014-07-31;2018-02-06;0,0458174903747731;0,00209924242424242;3,5233150684931507;3,4058833135045606
CRBCRT550;;BA;-13,401281;-44,198181;INEMA;lotico;12;Corrente;12;0,0425;0,02;0,27;2014-07-31;2018-02-06;0,0717476638834135;0,00514772727272727;3,5233150684931507;3,4058833135045606
CRBCRT700;;BA;-13,293139;-43,908583;INEMA;lotico;12;Corrente;11;0,0536363636363636;0,02;0,26;2014-10-21;2018-02-06;0,0711720067544435;0,00506545454545455;3,2986575342465753;3,3346899112133621
CRBCRT800;;BA;-13,1495;-43,540806;INEMA;lotico;12;Corrente;12;0,0483333333333333;0,02;0,29;2014-07-30;2018-02-06;0,077440103931811;0,00599696969696969;3,5260547945205479;3,4032369600857803
CRBFOM400;;BA;-13,63055;-44,46042;INEMA;lotico;12;Formoso;7;0,0714285714285714;0,02;0,32;2014-08-01;2018-02-19;0,110216237676755;0,012147619047619;3,5561917808219178;1,9683977781373025
CRBFOM500;;BA;-13,604194;-44,394139;INEMA;lotico;12;Formoso;7;0,0528571428571429;0,02;0,14;2014-08-01;2018-02-19;0,0442396073348629;0,00195714285714286;3,5561917808219178;1,9683977781373025
CRBGUA400;;BA;-13,185083;-44,621583;INEMA;lotico;12;Guará;11;0,0281818181818182;0,02;0,11;2014-07-31;2018-02-20;0,0271360210119987;0,000736363636363636;3,5616712328767123;3,0884377812478366
CRBPBA100;;BA;-13,820175;-43,719964;INEMA;lotico;12;Riacho das Pitubas;4;0,325;0,03;1,17;2016-04-14;2017-04-20;0,563648826841678;0,3177;1,0164657534246575;3,9352039028597613
CRBPRT800;;BA;-13,980278;-45,080278;INEMA;lotico;12;Pratudão;6;3,955;0,02;23,6;2014-08-01;2018-02-19;9,62405268065382;92,62239;3,5561917808219178;1,6871980955462593
CRBRSF120;;BA;-14,309361;-43,766611;INEMA;lotico;2;São Francisco;13;0,0584615384615385;0,02;0,21;2014-07-30;2018-02-01;0,066938548167474;0,00448076923076923;3,5123561643835616;3,7012191792575721
CRBRSF200;;BA;-13,3425;-43,46675;INEMA;lotico;2;São Francisco;11;0,122727272727273;0,02;0,4;2014-07-30;2017-10-05;0,14241424852106;0,0202818181818182;3,1863287671232877;3,4522489058563555
CRBRSF220;;BA;-13,254806;-43,434889;INEMA;lotico;2;São Francisco;12;0,0875;0,02;0,27;2014-07-30;2018-02-05;0,0767670620655879;0,00589318181818182;3,5233150684931507;3,4058833135045606
CRBRSF250;;BA;-13,089111;-43,464611;INEMA;lotico;2;São Francisco;12;0,0466666666666667;0,02;0,24;2014-07-30;2018-02-06;0,0613978580220594;0,00376969696969697;3,5260547945205479;3,4032369600857803
CRBRSF270;GSBRSF270;BA;-12,91;-43,41;INEMA;lotico;2;São Francisco;12;3,3475;0,02;39,6;2014-06-10;2018-02-06;11,4167740428483;130,342729545455;3,6630410958904110;3,2759665223147171
CRBSRD100;GSBSRD100;BA;-12,76125;-43,925667;INEMA;lotico;12;Arrojado;2;0,03;0,02;0,04;2015-09-16;2016-03-17;0,014142135623731;0,0002;0,50139726027397260274;3,98885306813835309546
CRNCRN100;;BA;-15,017;-45,62771;INEMA;lotico;12;Carinhanha;8;0,02875;0,02;0,08;2013-04-07;2018-02-26;0,0210017006114131;0,000441071428571429;4,8931780821917808;1,6349292557152536
CRNCRN200;;BA;-14,872;-45,36512;INEMA;lotico;12;Carinhanha;7;0,0271428571428571;0,02;0,05;2013-04-07;2018-02-26;0,0125356634105602;0,000157142857142857;4,8931780821917808;1,4305630987508469
CRNCRN600;;BA;-14,345056;-44,56475;INEMA;lotico;12;Carinhanha;5;0,2;0,02;0,78;2016-03-15;2018-02-19;0,329848450049413;0,1088;1,9342739726027397;2,5849492216824125
CRNCRN700;;BA;-14,245056;-44,267111;INEMA;lotico;12;Carinhanha;5;0,084;0,02;0,26;2016-03-16;2018-02-19;0,104307238483242;0,01088;1,9315342465753425;2,5886157643153997
CRNCRN750;;BA;-14,335889;-43,788694;INGÁ;lotico;12;Rio Carinhanha;14;0,0426428571428571;0;0,18;2008-09-23;2014-12-16;0,0471423493146141;0,0022224010989011;6,2329041095890411;2,2461439729935253
CRNCRN950;;BA;-14,336817;-43,786239;INEMA;lotico;12;Carinhanha;11;0,0290909090909091;0,02;0,05;2014-07-30;2018-02-01;0,0113618180363403;0,000129090909090908;3,5123561643835616;3,1318008439871764
CRNIGR100;;BA;-14,84;-45,76;INEMA;lotico;12;Itaguari;7;0,0228571428571429;0,02;0,03;2013-04-07;2018-02-26;0,00487950036474267;2,38095238095238e-005;4,8931780821917808;1,4305630987508469
CRNIGR450;;BA;-14,265472;-44,525389;INGÁ;lotico;12;Itaguari;17;0,0323529411764706;0;0,28;2009-02-04;2018-02-19;0,0650508850597655;0,00423161764705882;9,0466027397260274;1,8791584519731921
CRTCRT400;;BA;-13,39853;-44,33674;INGÁ;lotico;12;Rio Corrente;7;0,0314285714285714;0;0,11;2008-03-05;2010-05-14;0,0422013315068658;0,00178095238095238;2,1918082191780822;3,1937100786240172
CRTCRT500;;BA;-13,39853;-44,33674;INGÁ;lotico;12;Rio Corrente;7;0,0371428571428571;0;0,13;2008-03-05;2010-05-14;0,0492322000707822;0,00242380952380952;2,1918082191780822;3,1937100786240172
CRTCRT550;;BA;-13,40128;-44,19818;INGÁ;lotico;12;Rio Corrente;7;0,0442857142857143;0;0,13;2008-03-05;2010-05-14;0,0485994317035165;0,00236190476190476;2,1918082191780822;3,1937100786240172
CRTCRT700;;BA;-13,293139;-43,908583;INGÁ;lotico;12;Rio Corrente;6;0,0316666666666667;0;0,08;2009-01-22;2010-05-14;0,0354494945897211;0,00125666666666667;1,3068767123287671;4,5910987191044214
CRTCRT800;;BA;-13,1495;-43,540806;INGÁ;lotico;12;Rio Corrente;7;0,0191428571428571;0;0,08;2008-03-06;2010-05-15;0,0292997643416494;0,000858476190476191;2,1918082191780822;3,1937100786240172
CRTFOM400;;BA;-13,630556;-44,460417;INGÁ;lotico;12;Rio Formoso;6;0,0183333333333333;0;0,08;2009-01-22;2010-05-14;0,0312516666222246;0,000976666666666667;1,3068767123287671;4,5910987191044214
CRTFOM500;;BA;-13,603833;-44,394194;INGÁ;lotico;12;Rio Formoso;6;0,0633333333333333;0;0,22;2009-01-22;2010-05-14;0,0852447456836295;0,00726666666666667;1,3068767123287671;4,5910987191044214
CRTGUA400;;BA;-13,185083;-44,621583;INGÁ;lotico;12;Rio Guará;6;0,0266666666666667;0;0,1;2009-01-21;2010-05-14;0,0377712412645741;0,00142666666666667;1,3096164383561644;4,5814941110018618
CRTMOS600;;BA;-13,3969;-44,1386;INGÁ;lotico;12;Riacho Mossondo;2;0,045;0,03;0,06;2008-05-30;2008-09-24;0,0212132034355964;0,00045;0,32057534246575342466;6,23878300999914537214
CRTRSF220;;BA;-13,254806;-43,434889;INGÁ;lotico;2;Rio São Francisco;10;0,0459;0;0,16;2008-03-06;2010-05-15;0,0475077771411049;0,00225698888888889;2,1918082191780822;4,5624429694628817
CRTRSF250;;BA;-13,089111;-43,464611;INGÁ;lotico;2;Rio São Francisco;10;0,032;0;0,1;2008-03-06;2010-05-15;0,0289827534923789;0,00084;2,1918082191780822;4,5624429694628817
